Paragraph,Labels,Grade
"Nodes and Antinodes of Standing Wave

The amplitude of a standing wave doesn’t remain the same throughout the wave.
It keeps on changing as it is a function of x.
At certain positions the value of amplitude is maximum and at certain positions the value of amplitude is 0.
Nodes: - Nodes represent the positions of zero amplitude.
Antinodes: - Antinodes represent the positions of maximum amplitude.","Definition, Property",Grade_11_Physics_Data
"Nodes:-

At nodes, amplitude is 0.
In case of the standing wave amplitude is given as :- 2asinkx
=> 2asinkx = 0 ,=>sinkx = 0,=>sinkx =sin n π => kx=n π
The value of x represents position of nodes where amplitude is 0.
x=(nπ)/k … equation(i)
From the definition of k=(2π)/λ ... equation(ii)
The position of nodes is represented by: -x=(n λ)/2from(i) and (ii),where n=1, 2, 3…
Note: -Half a wavelength (λ/2) separates two consecutive nodes.","Property, Formula, Relation",Grade_11_Physics_Data
"Antinodes:-

At antinodes, amplitude is maximum.
In case of the standing wave amplitude is given as :- 2asinkx
=> 2asinkx = maximum. This value is maximum only when sinkx=1.
=> sinkx = sin(n+(1/2)) =>π=>kx=(n+(1/2)) =>π=>((2 π)/ λ) x= (n+(1/2)) π
The position of nodes is represented by:- x= (n+(1/2))( λ/2) ; n=0,1,2,3,4 …
Note: -

Half awavelength separates two consecutive nodes.
Antinodes are located half way between pairs of nodes.
","Property, Formula, Relation",Grade_11_Physics_Data
"Nodes and Antinodes: system closed at both ends

System closed at both ends means both the ends are rigid boundaries.
Whenever there is rigid body there is no displacement at the boundary. This implies at boundary amplitude is always 0. Nodes are formed at boundary.
Standing waves on a string of length L fixed at both ends have restricted wavelength.
This means wave will vibrate for certain specific values of wavelength.
At both ends,nodes will be formed.=>Amplitude=0.
Expression for node x =(nλ)/2.This value is true when x is 0 and L.
When x=L:- L=(nλ)/2 =>λ=(2L)/n ; n=1,2,3,4,…..
λ cannot take any value but it can take values which satisfy λ=(2L)/n this expression.
That is why we can say that the standing wave on a string which is tied on both ends has the restricted wavelength.
As wavelength is restricted therefore wavenumber is also restricted.
ν =v/λ (relation between wavelength and frequency)
Corresponding frequencies which a standing wave can have is given as: -ν= (vn)/2Lwhere v= speed of the travelling wave.
These frequencies are known as natural frequency or modes of oscillations.","Property, Formula, Relation, Definition, Reasoning",Grade_11_Physics_Data
"Modes of Oscillations:-

ν= (vn)/2L where v=speed of the travelling wave, L=length of the string,  n=any natural number.
First Harmonic:-
For n=1, mode of oscillation is known as Fundamental mode.
Therefore ν1=v/(2L).This is the lowest possible value of frequency.
Therefore ν1is the lowest possible mode of the frequency.
2 nodes at the ends and 1 antinode.
Second Harmonic:-
For n=2, ν2=(2v)/ (2L) =v/L
This is second harmonic mode of oscillation.
3 nodes at the ends and 2 antinodes.
ThirdHarmonic:-
For n=3,ν3 = (3v)/ (2L).
This is third harmonic mode of oscillation.
4 nodes and 3 antinodes.","Definition, Property, Formula, Relation",Grade_11_Physics_Data
"Nodes and Antinodes: system closed at one end

For a system which is closed at one end,only one node is formed at the closed end.
Consider there is one fixed end(x=0) and one open end(x=L), and a string is attached between these two ends.
At x=L, antinodes will be formed.This means amplitude will be maximum at this end.
Condition for formation of antinodes is x= (n+ (1/2)) (λ/2).=>L=(n+ (1/2)) (λ/2)
=>λ=(2L)/(n+(1/2)).This expression shows that the values of wavelength is restricted. n=0, 1, 2, 3…
Corresponding frequencies will be ν= v/(2L)(n+1/2) (By using ν=v/λ);n=0,1,2,3, …","Property, Formula, Relation, Reasoning",Grade_11_Physics_Data
"Modes of oscillations:-

Fundamental frequency:- Also known as First Harmonic:-It corresponds to lowest possible value for n. That is n=0.
The expression for fundamental frequency is ν0 = v/(2L)x1/2 = v/(4L)
Odd Harmonics
n=1 ; ν =v/(2L)(1+(1/2)) = (3v)/(4L) =3ν0
n=2; ν =v/(2L)(2+(1/2))= (5v)/(4L)=5ν0
n=3;ν =v/(2L)(3+(1/2))=(7v)/(4L)=7ν0
For a system which is closed at one end and open at another end will get one fundamental frequency and all other odd harmonics.","Definition, Property, Formula, Relation",Grade_11_Physics_Data
"Beats

Beats is the phenomenon caused by two sound waves of nearly same frequencies and amplitudes travelling in the same direction.

For example:-

Tuning of musical instruments like piano, harmonium etc. Before we start playing on these musical instruments they are set against the standard frequency. If it is not set a striking noise will keep on coming till it is set.
Mathematically

Consider only the time dependent and not the position dependent part of the wave.
s1=a cos ω1t and s2=a cos ω2t; where amplitude and phase of the waves are same,but the frequencies are varying. Also considering ω1> ω2.
When these 2 waves superimpose s= s1+ s2=a[cos ω1t + cos ω2t]
By simplifying , 2a (cos(ω1 - ω2)/2)t cos(ω1 + ω2)/2)t)
=>ω1 - ω2 is very small as ω1> ω2.Let (ω1 - ω2 )=ωb
=>ω1 + ω2 is very large. Let (ω1 + ω2 )=ωa
s= 2a cos ωbt cos ωat
cosωat will vary rapidly with time and 2acosωbt will change slowly with time.
Therefore we can say 2acosωbt = constant. As a result 2acosωbt = amplitude as it has small angular variation.","Definition, Examples, Formula, Relation, Reasoning",Grade_11_Physics_Data
"Beat Frequency

Beat frequency can be defined as the difference in the frequencies of two waves.
Consider if there is a wave of frequency ω1 and another wave of frequency ω2.Then the beat frequency will be ω1- ω2.
It is denoted by ω
Also ω = 2πν
Therefore νbeat = ν1 – ν2","Definition, Property, Formula, Relation",Grade_11_Physics_Data
"Doppler’s Effect

Doppler Effect is the phenomenon of motion-related frequency change.
Consider if a truck is coming from very far off location as it approaches near our house, the sound increases and when it passes our house the sound will be maximum. And when it goes away from our house sound decreases.
This effect is known as Doppler Effect.
A person who is observing is known as Observer and object from where the sound wave is getting generated it is known as Source.
When the observer and source come nearer to each other as a result waves get compressed. Therefore wavelength decreases and frequency increases.
Case 1:- stationary observer and moving source
Let the source is located at a distance L from the observer.
At any time t1, the source is at position P1.
Time taken by the wave to reach observer =L/v where v=speed of the sound wave.
After some time source moves to position P0 in time T0.
Distance between P1 and P0 =vsTo where vs is the velocity of the source.
Let t2be the time taken by the second wave to reach the observer
Total time taken by the for the second wave to be sent to the observer = To +( L+vsTo)/v
Total time taken by the for the third wave to be sent to the observer=2To +( L+2vsTo)/v
Therefore for nth point tn+1 =nTo +( L+nvsTo)/v
=>In time tn+1the observer captures n waves.
Total time taken by the waves to travel Time period T= (tn+1 - t1)/n
=To +(vsTo)/v =>T=To(1+vs/v)
Or v= 1/T
=>v = v0(1+vs/v)-1
By using binomial Theorem,v= v0 (1- vs/v)
If the source is moving towards the observer the expression will become v= v0 (1+ vs/v)
Case 2:- moving observer and stationary source
As the source is not moving therefore vs is replaced by -v0.
Therefore v= v0 (1+ v0/v)","Definition, Property, Formula, Relation, Reasoning",Grade_11_Physics_Data
Paragraph ,Ans Types,Grade_8_Physics_Data
"Force: A push or pull on an object is called force.

At least two objects need to interact for force to come into play. Mutual interaction between two objects results in a force between the two objects.
When two forces are applied on an object in the same direction, there is an add-on effect of both forces.
When two forces are applied in opposite directions, the difference between two forces gives the value of the net force.
Force is expressed in terms of its magnitude and the direction in which it is working. Any change in direction or magnitude of the force, there is a change in effect of the force.
Generally, more than one force is acting on an object at any given time.","Definition, Effects, Causes, Property",Grade_8_Physics_Data
"A force can change the state of motion. Both rest and motion are called states of motion. When an object is at rest, its speed is zero.","Definition, Effects",Grade_8_Physics_Data
Effect of force on an object at rest: A force can move an object at rest. For example; if a force is applied on a book the book can move in the direction of force.,"Effects, Examples",Grade_8_Physics_Data
"Effect of force on a moving object: A force can have following effects on a moving object.

When the applied force is in the same direction as direction of motion, there is an increase in the speed of object.
When the applied force is in opposite direction of motion, there is a decrease in the speed of object. The object may also come to rest when the applied force is in opposite direction to the direction of motion.
When the applied force is at some acute or obtuse angle to the direction of motion, there is a change in the direction of motion.","Effects, Examples",Grade_8_Physics_Data
"Effect of Force on Shape: Force can change the shape of an object. When force is applied on a ball of dough, there is a change in the shape of dough. Similarly, a potter changes a lump of clay into pots by applying force. When air is filled in a balloon; the shape of the balloon changes because of the applied force.","Effects, Examples",Grade_8_Physics_Data
"There are two main types of forces, viz. contact force and non-contact force.",Types,Grade_8_Physics_Data
"Contact Force: Contact force is a force which can produce its effect only by making a contact with object. Following are the contact forces:
",Definition,Grade_8_Physics_Data
Muscular Force: It is the force applied by muscles of humans or animals. A bullock is able to pull a cart because of muscular force. The bullock needs to be harnessed to the cart for applying the force.,"Definition, Examples",Grade_8_Physics_Data
"Friction: When one surface is moving over another surface, a force comes into play and opposes their relative motion. This force is called friction or force of friction. Friction always opposes motion because it acts in opposite direction to motion. Force of friction arises due to contact between two surfaces. If there is no contact between two surfaces there would be no friction.","Definition, Property, Causes",Grade_8_Physics_Data
Non-contact Force: The non-contact force is a force which can produce its effect without making a contact with object. Following are the non-contact forces:,"Definition,",Grade_8_Physics_Data
Magnetic Force: The force applied by a magnet is called magnetic force. A magnet can exert its force on an object even from a distance and does not need to touch that object.,"Definition, Property",Grade_8_Physics_Data
"Electrostatic Force: It is the force applied by a charged body on another charged or non-charged body. When you brush a comb in your hairs and then bring the comb near small bits of paper, the comb attracts the bits of paper. This happens because of electrostatic force.","Definition, Examples",Grade_8_Physics_Data
Gravitational Force: Every object in the universe exerts a force on another object. This force is called gravitational force. It is the gravitational force of various celestial bodies which keeps them in their position in the space.,"Definition, Examples, Property",Grade_8_Physics_Data
"Pressure is the force acting on a unit area on an object.

Pressure = Force/Area on which it acts

In this equation, force is the numerator and area is the denominator. This means that pressure is directly proportional to the applied force but inversely proportional to the area on which it is acting.","Definition, Formula, Relation",Grade_8_Physics_Data
"Following examples illustrate this effect:

It is easier to push a nail into a wooden door through its pointed end than through its blunt end, because small area of the pointed end helps in creating more pressure and it becomes easier to insert the nail.
Shoulder straps of your school bag are wide. A larger area helps in reducing the pressure on the shoulder; and makes it less painful to carry the bag.
Camel’s feet are wide; making for larger area. Due to this, a camel can easily walk on sand.
Eskimos wear ski-like footwear. Wider area of the footwear reduces pressure and thus prevents the Eskimo’s feet from sinking in ice.",Examples,Grade_8_Physics_Data
"Liquids and gases exert pressure as follows:

Pressure on the bottom of container depends on the height of column of gas or liquid. Due to this, divers have to withstand a large pressure at the bottom of the sea.
A fluid exerts pressure on walls of the container. Containers for gases and liquids are usually cylindrical ion shape to equally distribute the pressure on all portions of the wall.
A fluid exerts equal pressure at same depth.","Examples, Property, Causes",Grade_8_Physics_Data
Atmospheric Pressure: The pressure exerted by atmospheric air is called atmospheric pressure. The weight of air in a column of height of atmosphere and area 10 x 10 cm is 1000 kg. This is roughly same as the area of our head. Can you believe that you have 1000 kg of air on your head?,"Definition, Examples",Grade_8_Physics_Data
Paragraph,AnsTypes,Grade_8_Physics_Data
"Force is a push or a pull. Living and non- living things can apply force. To apply a force over an object interaction between object and source of force is necessary. Whenever force act two object are involved. One which applied force, the other which receive force. Examples: To kick ball we need to push it, to pick the book we need to pull it, to hit the ball we need to push it and to lift the box we need to push it.","Definition, Causes, Examples",Grade_8_Physics_Data
The measurement of strength and amount of force is called magnitude of force. Two or more forces on the same object can be applied in the same direction and opposite direction.,"Definition, Property",Grade_8_Physics_Data
"When two or more forces are applied in the same direction, then the total or net force is the addition of magnitude of both the forces. Example: When two persons push the box in the same direction with the magnitude of forces of each 2 N, then resultant force will be-Net force:- 2N + 2N= 4N (In the direction of applied force)","Reasoning, Examples",Grade_8_Physics_Data
"When two forces are applied over an object in the opposite directions, the total effective or net force is the difference of magnitude of two forces. Example:(i) When two persons push the box in the opposite direction with the magnitude of forces of each 2 N, then resultant force will be-Net force:- 2N - 2N= 0N (Box will not move) (ii) If one person is applying a force of 6 unit in one direction and another person is applying a force of 8 unit in opposite direction, Then the resultant force: 8N - 6N= 2N (In the direction of higher magnitude force). In this case, force will act in the direction of higher magnitude of force.","Reasoning, Examples",Grade_8_Physics_Data
"Force can change the state of motion: An Object can be in two states. (a) Rest State: When an object is not moving. This means a stationary object is called in the state of rest. For example –A ball and book kept over the ground and not moving. (b) Motion State: A moving object is called in the state of motion. For example – a moving car, a moving ball, etc. A Force can move a stationary object. A force can speed up, decrease the speed and change the direction of a moving object. Force can stop a moving object. Finally we can say that force can change the state of motion","Effects, Definition, Examples ",Grade_8_Physics_Data
"Some examples: A boy want to move a tyre faster it has to be pushed repeatedly, Change in the direction of moving ball after it strikes the ruler placed in its path, In the Football game, a goalkeeper stops the football going towards the goal post by applying a force by his hand. In the cricket game, a batsman can push a fast moving ball in the same direction or opposite direction or change the direction of the movement of ball. Because of force being applied from his bat.","Examples, Reasoning",Grade_8_Physics_Data
"Force can change the shape of an object:(i) When you apply force on an inflated balloon by pressing it using your hand from both sides, then the force of pressure changes the shape of balloon.(ii) You can change the shape of rubber band and spring by stretching it in opposite direction.(iii)You can change the shape of dough into bread by applying force with a rolling pin. So we can say that forces can change the shape of an object.
","Effects, Examples, Reasoning",Grade_8_Physics_Data
"Types of Force:1. Contact Force: (a) For contact force, interaction between objects is necessary. Force that comes into action after the interaction between objects is called contact force. Contact force works on the point of contact. Example; pushing a car, hitting the ball, kicking a ball, etc. (b) Muscular force, friction force are types of contact force.","Types, Definition, Examples",Grade_8_Physics_Data
"Muscular force: Force due to the action of muscles is called muscular force. We can say force resulting because of action of muscle is called muscular force. Muscular force is applied only after interaction with the object. Examples: (a) When we push the object like school bag or lift the bucket of water we use the muscular force, (b) Animals also use of muscular force to carry out their task.","Definition, Examples",Grade_8_Physics_Data
"Friction Force: The forces of friction arises between the surfaces of two objects. The force of friction always acts on all moving object and its direction is always opposite to the direction of motion. Force of friction comes into action only after interaction between two objects, thus, it is a type of contact force.","Definition, Types",Grade_8_Physics_Data
"Examples: Due to force of friction between the surface of the ball and the ground that brings the moving ball to rest, When we stop pedalling a bicycle, it gradually slow down and finally comes to s stop due to force of friction.","Examples, Reasoning",Grade_8_Physics_Data
"Non- Contacting Force: Force due to without interaction between two objects is called non-contact force. For example; a magnet can pull an iron nail from a distance, Magnetic force, Electrostatic force and Gravitational force are examples of non-contact force.","Definition, Types, Examples",Grade_8_Physics_Data
Magnetic Force: A magnet can exert a force on another magnet without being in contact with it. The force exerted by a magnet is an example of a non-contact force. Example: Opposite pole of two magnets attract each other and same pole repel each other.,"Definition, Examples, Types",Grade_8_Physics_Data
"Electrostatic Force: When a charged body exert a force on another charged or uncharged body is called electrostatic force. A charged body attracts an uncharged body. A positively charged body attracts a negatively charged body and repels a positively charged body without coming in contact, thus it is a non-contact force.","Definitiion, Types",Grade_8_Physics_Data
"Gravitational Force: Gravitation force is exerted by earth, moon, sun and other planets to others. Earth and other planets attract all objects towards them. Since, earth attracts all objects even without coming in contact, thus gravitational force is a non-contact force.Example: When we release an object from a height, it falls over the ground because of gravitational attraction of earth.","Definition, Examples, Types",Grade_8_Physics_Data
"Pressure: The force acting on per unit area of a surface is called pressure. We can say force per unit area is called pressure. Pressure = Force / Area. From above formula, we can say that with same applied force, Pressure is indirectly proportional to the area, thus pressure decreases with increase in area and increases with decrease in area.","Definition, Formula, Relation",Grade_8_Physics_Data
"Example: (i) When we cut an apple, we need to use the sharp edge of the knife instead of blunt knife because the sharp edge of knife has small surface area and we need to exert less force with high pressure to cut the apple. (ii) When we put a nail into a wooden board, the pointed end of the nail is kept at the front. The pointed end of the nail has very small surface area and this enables us to apply a greater pressure with the applied force.","Examples, Reasoning",Grade_8_Physics_Data
"Pressure exerted by Liquid and Gas: (i) Liquid and gas can also exert pressure on inner walls of the container in which they are kept. (ii) When air is filled, a rubber balloon gets inflated from all sides. This happens due to air or gas exerts pressure over inner walls of the balloon. (iii) Water starts leaking if there is a pore in the bottle. This happens due to water exerts pressure over the walls of the bottle.","Types, Examples, Reasoning ",Grade_8_Physics_Data
"Atmospheric Pressure: (i) Our atmosphere is made of different types of gases. Since gases exert pressure, thus Pressure exerted by air (present in atmosphere) is called atmospheric pressure. (ii) The weight of air in a column of the height of the atmosphere and area 10 cm × 10 cm is as large as 1000 kg. The reason we are not crushed under this weight is that the pressure inside our bodies is also equal to the atmospheric pressure and cancels the pressure from outside. (iii) A pressed rubber sucker on a plane surface does not come off because of atmospheric pressure.","Definition, Reasoning, Examples",Grade_8_Physics_Data
Paragraph ,Ans Types,Grade_8_Physics_Data
"Force: A push or a pull, that changes or tends to change the state of rest or of uniform motion of an object or changes its direction or shape.",Definition,Grade_8_Physics_Data
A force arises due to the interaction between two objects.,Cause,Grade_8_Physics_Data
Force has magnitude as well as direction. ,Property,Grade_8_Physics_Data
The SI unit of force is newton. ,Property,Grade_8_Physics_Data
A change in the speed of an object or the direction of its motion or both implies a change in its state of motion. ,"Cause, Definition",Grade_8_Physics_Data
Force acting on an object may cause a change in its state of motion or a change in its shape. A force can act on an object with or without being in contact with it.,"Effects, Property",Grade_8_Physics_Data
Types of Forces: Contact Forces: The forces act on a body when the source of force is in actual contact with the body. The point where the force is applied on an object is called the point of application of force (or point of contact).,"Types, Definition",Grade_8_Physics_Data
"Muscular Force: The force exerted by the muscles of the body. We make use of muscular force of animals like bullocks, horses and camels to get our activities done.","Definition, example",Grade_8_Physics_Data
Mechanical Force: The force produced by a machine.,Definition,Grade_8_Physics_Data
Frictional Force: The force that opposes the motion of an object.,Definition,Grade_8_Physics_Data
Non-Contact Forces: Forces which do not involve physical contact between two bodies on which they act,Definition,Grade_8_Physics_Data
"Magnetic Force: A magnet exerts a non-contact force on objects made of iron, steel, cobalt or nickel.","Definition, example",Grade_8_Physics_Data
Electrostatic Force: The force which result due to repulsion of similar charges or attraction of opposite charges.,Defintion,Grade_8_Physics_Data
Gravitational Forces: The force that exists between any two bodies by virtue of their mass,Definition,Grade_8_Physics_Data
"Pressure: Thrust acting per unit surface area is called pressure. Thrust is the force acting on an object perpendicular to its surface. In SI system, pressure is measured in newton per square metre which is equal to 1 pascal (Pa).","Definiton, Formula",Grade_8_Physics_Data
"Like solids, fluids (liquids and gases) also exert pressure. A solid exerts pressure only in the downward direction due its weight, whereas liquids and gases exert pressure in all directions. Hence liquids and gases exert pressure on the walls of their container.","Property, example",Grade_8_Physics_Data
The thick blanket of air that covers the earth is termed atmosphere. The pressure exerted by the atmosphere is called atmospheric pressure. The tremendous atmospheric pressure surrounding us is not felt by us because the fluid pressure inside our bodies counter-balances the atmospheric pressure around us.,"Definitoin, Reasoning",Grade_8_Physics_Data
Paragraph ,Ans Types,Grade_8_Physics_Data
Force: a push or a pull on an object is called force. Force may impart motion to an object.,"Definition, Property",Grade_8_Physics_Data
it is applied on an object in the same direction add to one another.,Property,Grade_8_Physics_Data
Magnitude: the strength of a force is usually expressed by its magnitude,Definition,Grade_8_Physics_Data
State of motion: The state of motion of an object is described by its speed and the direction of motion.,Property,Grade_8_Physics_Data
Muscular Force: The force resulting due to the action of muscles is known as the muscular force,Definition,Grade_8_Physics_Data
Contact Force: The force which is applied when it is in the contact with the object.,Definition,Grade_8_Physics_Data
Non-contact force: The force exerted on an object without touching it known as non contact force.,Definition,Grade_8_Physics_Data
Gravitational force: the attractive force of earth which acts upon all the objects is called force of gravity or gravitational force.,Definition,Grade_8_Physics_Data
Pressure: The force acting on a unit area of a surface is called pressure. It acts perpendicular to the surface on which pressure is exerted.,"Definition, Property",Grade_8_Physics_Data
"Pressure= force/area on which it acts. Lesser the area, greater is the force.","Formula, Relation",Grade_8_Physics_Data
Both liquids and gases exert pressure on the wall of their containers.,Property,Grade_8_Physics_Data
Atmospheric pressure: The pressure on the atmospheric air is known as atmospheric pressure. This weight of air column over a unit 1cm2,Definition,Grade_8_Physics_Data
Paragraph ,Ans Types,Grade_8_Physics_Data
"In our daily life, we apply force on many objects, due to which the objects change their position or shape. Eg : When a football is kicked, it moves. When we throw a smash a fully inflated balloon in between our palms, it breaks. When a cricket fielder catches the ball, it stops. A man cycling. In this chapter, we will study about force and its characteristics.",Example,Grade_8_Physics_Data
"A push or a pull on an object is called a Force. Push refers to the force which tends to 'move the object away'  from the direction of the force applied. Pull refers to that force which tends to 'move the object towards'  the direction of the force applied. 
Examples of Push :
(i) Pushing a door open                 (ii) Man pushing his luggage trolley     (iii) Man hitting a golf ball
Examples of Pull:
(i)Opening the drawers                    (ii) Child pulling a wagon                            (iii) Crane pulling up an object ","Definition, Example",Grade_8_Physics_Data
"As we can see in all of the above cases, 2 or more objects must interact for force to come into play. Eg 1: In the case of man pulling his luggage trolley, there is an interaction between the man and his trolley. The man is applying a 'push' on his trolley to make it move forward. Eg 2: In the case of the crane pulling the object, there is an interaction between the crane and the object. The crane is applying force of the object to pull it up.",Example,Grade_8_Physics_Data
"From the above figures, we can understand the following characteristics of Force

Force has both magnitude and direction.
Case (i) Magnitude of forces : F1,F2, Direction of forces: Left to Right (--->)
Case(ii) Magnitude of forces applied: F1,F2.
Direction of force F1 is Left to Right (--->). 
Direction of Force F2 is Right to Left (<---)
More than one force can be applied on an object.
Forces applied in the same direction add up to each other.
If forces are applied in the same direction, the total force adds up in the same direction. In case(i), forces are applied in the same direction. So the total force applied on the 'Heavy Object' is F1+F2 towards Right (--->)
If forces are applied in the opposite direction, then the net force acting on the object is the difference between the forces and the object tends to move in the direction of the greater force.
In case(ii),If F1=F2, the net force on the object is F = F1-F2=0. The object does not move in any direction.
If F1>F2, the net force on the object is F = F1-F2. The object moves in the direction of F1 ie towards Right (--->)
If F2>F1, the net force on the object is F = F2-F1. The object moves in the direction of F2 ie towards Left(<---)
If the magnitude or direction of the force changes, its effect also changes.","Property, Effects",Grade_8_Physics_Data
"A change in either speed of an object or direction of an object or both is described as a change in its state of motion. Force can change the state of motion of an object.

Let's consider the following sequence of events

A cricket ball is initially at rest.
The bowler picks it up and bowls it towards the batsman.
The batsman hits it with the bat. Subsequently, any of the following events could happen
The batsman hit the ball very hard such that it goes for flying in the air for a six.
The batsman hits the ball such that it goes for a four along the ground.
The batsman hits the ball and the bowler catches it.
The batsman hits a defense shot such that it rolls on the ground for a short distance and stops.
Now from (1) to (2), the ball has changed its speed. Initially, the speed for 0 m/s (at rest) and then the bowler flings it. So, now it moves with a certain speed. When the batsman hits the ball, according to the force applied on the ball, the direction or speed or both change. Any one of the events (a),(b),(c),(d) occurs. When the strike is very hard and upwards, it goes for a six(3a). When the strike is reasonably hard and along the ground, it goes for a four (3b). When the bowler catches it (3c), the bowler has applied has applied a force on it to stop it. When the force of the batsman is very weak, the ball rolls on the ground and eventually stops.","Example, Property",Grade_8_Physics_Data
"Force can change the shape of an object in some cases.

When making rotis from kneaded dough.
When force is applied on the lead of a pencil, it breaks.
When a elastic is pulled hard, it expands and loses its elasticity.

","Effects, Example",Grade_8_Physics_Data
"From the discussion above, we can summarize  that Force can have any or all of the following effects on the object on which it is applied.

Force can change the speed of an object (Batsman hitting a ball very hard)
Force can change the direction of motion of an object (Batsman hitting a ball very hard)
Force can change the shape of an object. (When an elastic is pulled hard, it breaks)
Force can move an object from rest to a state of motion (Bowler picking up a ball and then bowling it)","Effects, Example",Grade_8_Physics_Data
"Contact forces : Force that arises with the contact of 2 or more objects involved. Examples : Muscular force and Frictional Force

","Types, Definition",Grade_8_Physics_Data
"Muscular force is the type of force wherein we use our physical strength to change the state of motion of an object. Eg: Man pushing a car, Bullocks pulling a cart of load, Cycling, Weight Lifting","Definition, Example",Grade_8_Physics_Data
"Frictional Force is a force that acts on all moving objects by the surface which it is in contact with. Eg: A ball rolling on the ground encounters friction by the ground surface and it eventually comes to a halt. When the rowing of the boat has stopped, the boat comes to a stop because of the frictional force exerted by water on it. The Frictional force is always in the direction opposite to the applied force.","Definition, Example, Property",Grade_8_Physics_Data
"Non-contact forces: Forces that arise without the contact of 2 or more objects involved. Examples: Magnetic Force, Electrostatic Force, Gravitational force.

","Definition, Example, Types",Grade_8_Physics_Data
"Magnetic Force is a force that attracts certain metal objects (like iron and iron filings) towards a magnet.

",Definition,Grade_8_Physics_Data
Electrostatic force is the force exerted by a charged body on another charged or uncharged body. Eg: Take a comb and brush it on a hair 3-4 times and then take it near some small bits of paper. Donot touch the comb with the paper. The bits of paper would get attracted to the comb. This is because the comb is charged because of the rubbing on your hair and it attracts uncharged objects like paper.,"Definition, Example, Causes",Grade_8_Physics_Data
"Gravitational force is a force exerted by the earth on all objects on it. When a ball is thrown up, it falls to the ground because of gravitational force. The water from a tap always flows downwards because of gravitational force.

","Definition, Causes",Grade_8_Physics_Data
"Force acting on unit area is called Pressure ie Pressure =   Force/Area

This explains why it is easier to hammer a nail into the wall. It is because we apply a greater amount of force into a very small area of the screw head. Going by the above equation, the force is large and the area is small. So, the pressure is very high.  There are instances when you also can feel pressure - when you are having a body massage. When a person massages your body with his hands, the force applied is very high on a relatively small area of his hand. The pressure is high and there is bearable but curative pain and pressure that you feel.","Definition, Formula, Causes",Grade_8_Physics_Data
"Liquids also exert pressure in all directions on the walls of the container they are stored in. We see water coming out from leaking pipes and taps. In case of a bath shower and fountain, water comes out tiny holes.",Property,Grade_8_Physics_Data
"Gases (Air) also exert pressure in all directions. When you make a hole on a fully inflated balloon, then does the balloon not break, thereby releasing all the air from inside.",Property,Grade_8_Physics_Data
Atmosphere (which means the air all around us) also exerts pressure. This is known as Atmospheric  Pressure. The value of atmospheric pressure is very high.,"Definition, Property",Grade_8_Physics_Data
Paragraph ,Ans Types,Grade_8_Physics_Data
A pull or push over an object is called force.,Definition,Grade_8_Physics_Data
"Example – to open a drawer, one has to pull it; and to close the drawer one has to push it. Thus, in both the conditions a person applies force by pull or push.",Examples,Grade_8_Physics_Data
"To kick a ball, one has to push it, i.e. a force is applied.",Causes,Grade_8_Physics_Data
"To ride a bicycle one has to push the pedal. In this condition, force is applied while pushing the pedal.",Causes,Grade_8_Physics_Data
Forces are due an interaction:,Causes,Grade_8_Physics_Data
To apply a force over an object interaction between object and source of force is necessary.,Property,Grade_8_Physics_Data
"Direction and Magnitude of Force:
The measure of amount or strength of force is called the magnitude of force. Thus, strength or amount of force is expressed in terms of magnitude.",Definition,Grade_8_Physics_Data
"Condition when more than two forces are applied over an object:
Forces applied in same direction:
When more than one force is applied in the same direction, the total force is the magnitude of both the forces.
Example – It is difficult to push a car by single person, but two or more persons can collectively push the same car easily. This is because when more than one person tries to push the car, magnitudes of forces applied by each of the person are summed up and applied over than car, and car is pushed easily because of greater magnitude of force.
That means if three units of force are applied over an object by each of the two persons,
The total unit of force = sum of both forces = 3 unit + 3 unit = 6 unit
Forces applied in opposite direction:
When two forces are applied over an object from opposite directions, the total effective force is the difference of two forces.
(a) When two persons are pushing a box in opposite directions and the magnitude of both the forces is equal, then box will not move, because the difference of two forces will be equal to zero.
Let a person applying 4 unit of force in one direction and other person is also applying 4 unit of force in opposite direction on the same wooden box.
Therefore, the magnitude of total force = 4 unit – 4 unit = 0
(b) If one person is applying a force of 4 unit in one direction and another person is applying a force of 6 unit in opposite direction,
Then total magnitude of force = 6 unit – 4 unit = 2 unit
Thus, force will act in the direction of larger magnitude of force.
","Property, Effects",Grade_8_Physics_Data
"Force can change the state of motion:
State of rest:
An object is called in the state of rest when it is not moving. This means a stationary object is called in the state of rest. For example – a building, an electric pole, a ball kept over the ground and not moving, etc.
State of motion:
A moving object is called in the state of motion. For example – a moving car, a moving ball, etc.
A force can speed up a moving object. Force can decrease the speed of a moving object. Force can stop a moving object. Force can change the direction of a moving object. Force can move a stationary object.
Example –
In the game of cricket, when a batsman pushes a fast moving ball in the same direction of the movement of ball, the speed of the ball is increased.
When a batsman pushes a fast moving ball in the opposite direction the speed of ball decreases; because of force being applied from his bat.
When a player in the game of football kicks the ball to his mate, he changes the direction of the moving football by applying force through his kick.
A goalkeeper stops the football going towards the goal post by applying a force by his hand.
","Definition, Example, Effects",Grade_8_Physics_Data
